sentences,ground_truth,total_words,bert_raw,bert_prediction,bert_successes,bert_prediction_length
"['3.', 'Marianne', 'Timmer', '(', 'Netherlands', ')', '1:24.86']","[0, 1, 2, 0, 5, 0, 0]",7,"[{'entity': 'B-PER', 'score': 0.99817586, 'index': 2, 'word': '.', 'start': 1, 'end': 2}, {'entity': 'B-PER', 'score': 0.99980646, 'index': 3, 'word': 'Marianne', 'start': 3, 'end': 11}, {'entity': 'I-PER', 'score': 0.9998387, 'index': 4, 'word': 'Tim', 'start': 12, 'end': 15}, {'entity': 'I-PER', 'score': 0.9997923, 'index': 5, 'word': '##mer', 'start': 15, 'end': 18}, {'entity': 'B-LOC', 'score': 0.9998276, 'index': 7, 'word': 'Netherlands', 'start': 21, 'end': 32}]","[0, 0, 0, 0, 0, 0, 0]",4,7
"['4.', 'Anka', 'Baier', '(', 'Germany', ')', '1:25.16']","[0, 1, 2, 0, 5, 0, 0]",7,"[{'entity': 'B-PER', 'score': 0.9917762, 'index': 2, 'word': '.', 'start': 1, 'end': 2}, {'entity': 'B-PER', 'score': 0.9995975, 'index': 3, 'word': 'An', 'start': 3, 'end': 5}, {'entity': 'B-PER', 'score': 0.99249953, 'index': 4, 'word': '##ka', 'start': 5, 'end': 7}, {'entity': 'I-PER', 'score': 0.99977773, 'index': 5, 'word': 'Bai', 'start': 8, 'end': 11}, {'entity': 'I-PER', 'score': 0.99947435, 'index': 6, 'word': '##er', 'start': 11, 'end': 13}, {'entity': 'B-LOC', 'score': 0.9998356, 'index': 8, 'word': 'Germany', 'start': 16, 'end': 23}]","[0, 0, 0, 0, 0, 0, 0]",4,7
"['5.', 'Becky', 'Sundstrom', '(', 'U.S.', ')', '1:25.39']","[0, 1, 2, 0, 5, 0, 0]",7,"[{'entity': 'B-PER', 'score': 0.99461395, 'index': 2, 'word': '.', 'start': 1, 'end': 2}, {'entity': 'B-PER', 'score': 0.99982446, 'index': 3, 'word': 'Becky', 'start': 3, 'end': 8}, {'entity': 'I-PER', 'score': 0.9998275, 'index': 4, 'word': 'Sun', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.99955505, 'index': 5, 'word': '##ds', 'start': 12, 'end': 14}, {'entity': 'I-PER', 'score': 0.9993319, 'index': 6, 'word': '##trom', 'start': 14, 'end': 18}, {'entity': 'B-LOC', 'score': 0.999668, 'index': 8, 'word': 'U', 'start': 21, 'end': 22}, {'entity': 'I-LOC', 'score': 0.99382234, 'index': 9, 'word': '.', 'start': 22, 'end': 23}, {'entity': 'I-LOC', 'score': 0.9989281, 'index': 10, 'word': 'S', 'start': 23, 'end': 24}, {'entity': 'I-LOC', 'score': 0.997259, 'index': 11, 'word': '.', 'start': 24, 'end': 25}]","[0, 0, 0, 0, 0, 0, 0]",4,7
"['6.', 'Shimazaki', 'Kyoko', '(', 'Japan', ')', '1:25.51']","[0, 1, 2, 0, 5, 0, 0]",7,"[{'entity': 'B-PER', 'score': 0.9944207, 'index': 2, 'word': '.', 'start': 1, 'end': 2}, {'entity': 'B-PER', 'score': 0.999713, 'index': 3, 'word': 'Shi', 'start': 3, 'end': 6}, {'entity': 'I-PER', 'score': 0.6509504, 'index': 4, 'word': '##ma', 'start': 6, 'end': 8}, {'entity': 'I-PER', 'score': 0.96513265, 'index': 5, 'word': '##zaki', 'start': 8, 'end': 12}, {'entity': 'I-PER', 'score': 0.9995962, 'index': 6, 'word': 'K', 'start': 13, 'end': 14}, {'entity': 'I-PER', 'score': 0.6237258, 'index': 7, 'word': '##yo', 'start': 14, 'end': 16}, {'entity': 'I-PER', 'score': 0.5705291, 'index': 8, 'word': '##ko', 'start': 16, 'end': 18}, {'entity': 'B-LOC', 'score': 0.9998492, 'index': 10, 'word': 'Japan', 'start': 21, 'end': 26}]","[0, 0, 0, 0, 0, 0, 0]",4,7
"['7.', 'Oksana', 'Ravllova', '(', 'Russia', ')', '1:25.55']","[0, 1, 2, 0, 5, 0, 0]",7,"[{'entity': 'B-PER', 'score': 0.9959636, 'index': 2, 'word': '.', 'start': 1, 'end': 2}, {'entity': 'B-PER', 'score': 0.9997156, 'index': 3, 'word': 'Ok', 'start': 3, 'end': 5}, {'entity': 'B-PER', 'score': 0.99339795, 'index': 4, 'word': '##san', 'start': 5, 'end': 8}, {'entity': 'B-PER', 'score': 0.6692128, 'index': 5, 'word': '##a', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.9996055, 'index': 6, 'word': 'Ra', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.9877165, 'index': 7, 'word': '##v', 'start': 12, 'end': 13}, {'entity': 'I-PER', 'score': 0.85031927, 'index': 8, 'word': '##llo', 'start': 13, 'end': 16}, {'entity': 'I-PER', 'score': 0.9479056, 'index': 9, 'word': '##va', 'start': 16, 'end': 18}, {'entity': 'B-LOC', 'score': 0.9998561, 'index': 11, 'word': 'Russia', 'start': 21, 'end': 27}]","[0, 0, 0, 0, 0, 0, 0]",4,7
"['8.', 'Sammiya', 'Eriko', '(', 'Japan', ')', '1:25.79']","[0, 1, 2, 0, 5, 0, 0]",7,"[{'entity': 'B-PER', 'score': 0.9962714, 'index': 2, 'word': '.', 'start': 1, 'end': 2}, {'entity': 'B-PER', 'score': 0.9997758, 'index': 3, 'word': 'Sam', 'start': 3, 'end': 6}, {'entity': 'I-PER', 'score': 0.99744946, 'index': 4, 'word': '##miya', 'start': 6, 'end': 10}, {'entity': 'I-PER', 'score': 0.9997316, 'index': 5, 'word': 'Erik', 'start': 11, 'end': 15}, {'entity': 'I-PER', 'score': 0.9987437, 'index': 6, 'word': '##o', 'start': 15, 'end': 16}, {'entity': 'B-LOC', 'score': 0.99985576, 'index': 8, 'word': 'Japan', 'start': 19, 'end': 24}]","[0, 0, 0, 0, 0, 0, 0]",4,7
"['9.', 'Chris', 'Witty', '(', 'U.S.', ')', '1:25.85']","[0, 1, 2, 0, 5, 0, 0]",7,"[{'entity': 'B-PER', 'score': 0.9968989, 'index': 2, 'word': '.', 'start': 1, 'end': 2}, {'entity': 'B-PER', 'score': 0.99980956, 'index': 3, 'word': 'Chris', 'start': 3, 'end': 8}, {'entity': 'I-PER', 'score': 0.99982554, 'index': 4, 'word': 'W', 'start': 9, 'end': 10}, {'entity': 'I-PER', 'score': 0.9995733, 'index': 5, 'word': '##itt', 'start': 10, 'end': 13}, {'entity': 'I-PER', 'score': 0.9995198, 'index': 6, 'word': '##y', 'start': 13, 'end': 14}, {'entity': 'B-LOC', 'score': 0.9996618, 'index': 8, 'word': 'U', 'start': 17, 'end': 18}, {'entity': 'I-LOC', 'score': 0.9943896, 'index': 9, 'word': '.', 'start': 18, 'end': 19}, {'entity': 'I-LOC', 'score': 0.9989293, 'index': 10, 'word': 'S', 'start': 19, 'end': 20}, {'entity': 'I-LOC', 'score': 0.99740195, 'index': 11, 'word': '.', 'start': 20, 'end': 21}]","[0, 0, 0, 0, 0, 0, 0]",4,7
"['10.', 'Xue', 'Rulhong', '(', 'China', ')', '1:25.89']","[0, 1, 2, 0, 5, 0, 0]",7,"[{'entity': 'B-PER', 'score': 0.9889558, 'index': 2, 'word': '.', 'start': 2, 'end': 3}, {'entity': 'B-PER', 'score': 0.99976486, 'index': 3, 'word': 'Xu', 'start': 4, 'end': 6}, {'entity': 'I-PER', 'score': 0.83931243, 'index': 4, 'word': '##e', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.999729, 'index': 5, 'word': 'R', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.99926585, 'index': 6, 'word': '##ul', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.9990584, 'index': 7, 'word': '##hong', 'start': 11, 'end': 15}, {'entity': 'B-LOC', 'score': 0.9998567, 'index': 9, 'word': 'China', 'start': 18, 'end': 23}]","[0, 0, 0, 0, 0, 0, 0]",4,7
"['ALPINE', 'SKIING-OFFICIALS', 'HOPE', 'TO', 'SALVAGE', 'WORLD', 'CUP', 'WEEKEND', '.']","[0, 0, 0, 0, 0, 7, 8, 0, 0]",9,"[{'entity': 'B-PER', 'score': 0.5651032, 'index': 8, 'word': 'OF', 'start': 14, 'end': 16}, {'entity': 'B-MISC', 'score': 0.9863913, 'index': 21, 'word': 'W', 'start': 40, 'end': 41}, {'entity': 'I-MISC', 'score': 0.96914625, 'index': 22, 'word': '##OR', 'start': 41, 'end': 43}, {'entity': 'I-MISC', 'score': 0.9966562, 'index': 23, 'word': '##LD', 'start': 43, 'end': 45}, {'entity': 'I-MISC', 'score': 0.99838936, 'index': 24, 'word': 'C', 'start': 46, 'end': 47}, {'entity': 'I-MISC', 'score': 0.9943228, 'index': 25, 'word': '##UP', 'start': 47, 'end': 49}, {'entity': 'I-LOC', 'score': 0.32509294, 'index': 27, 'word': '##EE', 'start': 51, 'end': 53}, {'entity': 'I-LOC', 'score': 0.3554417, 'index': 28, 'word': '##KE', 'start': 53, 'end': 55}]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",7,9
"['WHISTLER', ',', 'British', 'Columbia', '1996-12-06']","[5, 0, 5, 6, 0]",5,"[{'entity': 'B-LOC', 'score': 0.9982615, 'index': 1, 'word': 'W', 'start': 0, 'end': 1}, {'entity': 'I-LOC', 'score': 0.99337864, 'index': 2, 'word': '##H', 'start': 1, 'end': 2}, {'entity': 'I-LOC', 'score': 0.778229, 'index': 3, 'word': '##IS', 'start': 2, 'end': 4}, {'entity': 'I-LOC', 'score': 0.9921302, 'index': 4, 'word': '##TL', 'start': 4, 'end': 6}, {'entity': 'I-LOC', 'score': 0.9853439, 'index': 5, 'word': '##ER', 'start': 6, 'end': 8}, {'entity': 'B-LOC', 'score': 0.99960405, 'index': 7, 'word': 'British', 'start': 11, 'end': 18}, {'entity': 'I-LOC', 'score': 0.99931526, 'index': 8, 'word': 'Columbia', 'start': 19, 'end': 27}]","[5, 0, 5, 6, 0]",5,5
"['World', 'Cup', 'ski', 'officials', 'hope', 'to', 'be', 'able', 'to', 'get', 'in', 'at', 'least', 'one', 'men', ""'s"", 'downhill', 'training', 'run', 'on', 'Saturday', 'in', 'an', 'effort', 'to', 'salvage', 'the', 'weekend', 'racing', 'programme', '.']","[7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",31,"[{'entity': 'B-MISC', 'score': 0.9990662, 'index': 1, 'word': 'World', 'start': 0, 'end': 5}, {'entity': 'I-MISC', 'score': 0.9984309, 'index': 2, 'word': 'Cup', 'start': 6, 'end': 9}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",29,31
"['For', 'the', 'third', 'consecutive', 'day', ',', 'Friday', ""'s"", 'scheduled', 'training', 'runs', 'were', 'cancelled', 'due', 'to', 'heavy', 'wet', 'snow', 'and', 'fog', 'on', 'Whistler', 'Mountain', ',', 'leaving', 'the', 'scheduled', 'World', 'Cup', 'events', 'in', 'jeopardy', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0]",33,"[{'entity': 'B-LOC', 'score': 0.9866268, 'index': 23, 'word': 'W', 'start': 114, 'end': 115}, {'entity': 'I-LOC', 'score': 0.9240039, 'index': 24, 'word': '##his', 'start': 115, 'end': 118}, {'entity': 'I-LOC', 'score': 0.9534198, 'index': 25, 'word': '##tler', 'start': 118, 'end': 122}, {'entity': 'I-LOC', 'score': 0.98746735, 'index': 26, 'word': 'Mountain', 'start': 123, 'end': 131}, {'entity': 'B-MISC', 'score': 0.9984118, 'index': 31, 'word': 'World', 'start': 156, 'end': 161}, {'entity': 'I-MISC', 'score': 0.9987361, 'index': 32, 'word': 'Cup', 'start': 162, 'end': 165}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",31,33
"['Rules', 'call', 'for', 'at', 'least', 'one', 'training', 'run', 'to', 'be', 'completed', 'before', 'a', 'World', 'Cup', 'downhill', 'race', 'can', 'be', 'staged', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0]",21,"[{'entity': 'B-MISC', 'score': 0.99851507, 'index': 14, 'word': 'World', 'start': 66, 'end': 71}, {'entity': 'I-MISC', 'score': 0.9988563, 'index': 15, 'word': 'Cup', 'start': 72, 'end': 75}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",19,21
"['Organisers', 'hope', 'to', 'get', 'that', 'run', 'in', 'on', 'Saturday', 'morning', ',', 'conditions', 'permitting', ',', 'and', 'stage', 'the', 'race', 'later', 'in', 'the', 'day', 'or', 'on', 'Sunday', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",26,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",26,26
"['""', 'There', 'was', 'no', 'possibility', 'today', 'to', 'make', 'a', 'training', 'run', ',', '""', 'said', 'Bernd', 'Zobel', ',', 'the', 'Canadian', 'men', ""'s"", 'national', 'coach', ',', 'citing', 'too', 'much', 'new', 'snow', 'and', 'poor', 'visibility', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",33,"[{'entity': 'B-PER', 'score': 0.9996785, 'index': 15, 'word': 'Bern', 'start': 65, 'end': 69}, {'entity': 'B-PER', 'score': 0.8669054, 'index': 16, 'word': '##d', 'start': 69, 'end': 70}, {'entity': 'I-PER', 'score': 0.9997745, 'index': 17, 'word': 'Z', 'start': 71, 'end': 72}, {'entity': 'I-PER', 'score': 0.99953806, 'index': 18, 'word': '##obe', 'start': 72, 'end': 75}, {'entity': 'I-PER', 'score': 0.9980788, 'index': 19, 'word': '##l', 'start': 75, 'end': 76}, {'entity': 'B-MISC', 'score': 0.9997888, 'index': 22, 'word': 'Canadian', 'start': 83, 'end': 91}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",32,33
"['If', 'organisers', 'are', 'forced', 'to', 'run', 'the', 'downhill', 'on', 'Sunday', ',', 'the', 'super-giant', 'slalom', 'originally', 'scheduled', 'for', 'Sunday', 'would', 'likely', 'be', 'abandoned', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",23,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",23,23
"['SOCCER', '-', 'LEADING', 'SCOTTISH', 'PREMIER', 'DIVISION', 'SCORERS', '.']","[0, 0, 0, 7, 8, 8, 0, 0]",8,"[{'entity': 'B-MISC', 'score': 0.99832183, 'index': 10, 'word': 'SC', 'start': 17, 'end': 19}, {'entity': 'I-MISC', 'score': 0.8105461, 'index': 11, 'word': '##OT', 'start': 19, 'end': 21}, {'entity': 'I-MISC', 'score': 0.63450694, 'index': 12, 'word': '##TI', 'start': 21, 'end': 23}]","[0, 0, 0, 0, 0, 0, 0, 0]",5,8
"['GLASGOW', '1996-12-07']","[5, 0]",2,"[{'entity': 'B-LOC', 'score': 0.9988243, 'index': 1, 'word': 'G', 'start': 0, 'end': 1}, {'entity': 'B-LOC', 'score': 0.949634, 'index': 2, 'word': '##LA', 'start': 1, 'end': 3}, {'entity': 'I-LOC', 'score': 0.99339527, 'index': 3, 'word': '##S', 'start': 3, 'end': 4}, {'entity': 'I-LOC', 'score': 0.99737984, 'index': 4, 'word': '##G', 'start': 4, 'end': 5}, {'entity': 'I-LOC', 'score': 0.93047595, 'index': 5, 'word': '##OW', 'start': 5, 'end': 7}]","[5, 0]",2,2
"['Leading', 'goalscorers', 'in', 'the']","[0, 0, 0, 0]",4,[],"[0, 0, 0, 0]",4,4
"['Scottish', 'premier', 'division', 'after', 'Saturday', ""'s"", 'matches', ':']","[7, 8, 0, 0, 0, 0, 0, 0]",8,"[{'entity': 'B-MISC', 'score': 0.9996458, 'index': 1, 'word': 'Scottish', 'start': 0, 'end': 8}]","[0, 0, 0, 0, 0, 0, 0, 0]",6,8
"['10', '-', 'Billy', 'Dodds', '(', 'Aberdeen', ')', ',', 'Pierre', 'Van', 'Hooydonk', '(', 'Celtic', ')']","[0, 0, 1, 2, 0, 3, 0, 0, 1, 2, 2, 0, 3, 0]",14,"[{'entity': 'B-PER', 'score': 0.99979025, 'index': 3, 'word': 'Billy', 'start': 5, 'end': 10}, {'entity': 'I-PER', 'score': 0.99978477, 'index': 4, 'word': 'Dodd', 'start': 11, 'end': 15}, {'entity': 'I-PER', 'score': 0.9994367, 'index': 5, 'word': '##s', 'start': 15, 'end': 16}, {'entity': 'B-ORG', 'score': 0.9985098, 'index': 7, 'word': 'Aberdeen', 'start': 19, 'end': 27}, {'entity': 'B-PER', 'score': 0.9997956, 'index': 10, 'word': 'Pierre', 'start': 32, 'end': 38}, {'entity': 'I-PER', 'score': 0.99976104, 'index': 11, 'word': 'Van', 'start': 39, 'end': 42}, {'entity': 'I-PER', 'score': 0.99965453, 'index': 12, 'word': 'Ho', 'start': 43, 'end': 45}, {'entity': 'I-PER', 'score': 0.80028194, 'index': 13, 'word': '##oy', 'start': 45, 'end': 47}, {'entity': 'I-PER', 'score': 0.97681594, 'index': 14, 'word': '##don', 'start': 47, 'end': 50}, {'entity': 'I-PER', 'score': 0.984656, 'index': 15, 'word': '##k', 'start': 50, 'end': 51}, {'entity': 'B-ORG', 'score': 0.9987276, 'index': 17, 'word': 'Celtic', 'start': 54, 'end': 60}]","[0, 0, 1, 2, 0, 3, 0, 0, 1, 2, 2, 0, 3, 0]",14,14
"['9', '-', 'Paul', 'Gascoigne', '(', 'Rangers', ')']","[0, 0, 1, 2, 0, 3, 0]",7,"[{'entity': 'B-PER', 'score': 0.9998271, 'index': 3, 'word': 'Paul', 'start': 4, 'end': 8}, {'entity': 'I-PER', 'score': 0.99981064, 'index': 4, 'word': 'Gas', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.99896336, 'index': 5, 'word': '##co', 'start': 12, 'end': 14}, {'entity': 'I-PER', 'score': 0.9769682, 'index': 6, 'word': '##ign', 'start': 14, 'end': 17}, {'entity': 'I-PER', 'score': 0.9995017, 'index': 7, 'word': '##e', 'start': 17, 'end': 18}, {'entity': 'B-ORG', 'score': 0.9990269, 'index': 9, 'word': 'Rangers', 'start': 21, 'end': 28}]","[0, 0, 1, 2, 0, 3, 0]",7,7
"['7', '-', 'Paul', 'Wright', '(', 'Kilmarnock', ')', ',', 'Ally', 'McCoist', '(', 'Rangers', ')']","[0, 0, 1, 2, 0, 3, 0, 0, 1, 2, 0, 3, 0]",13,"[{'entity': 'B-PER', 'score': 0.999782, 'index': 3, 'word': 'Paul', 'start': 4, 'end': 8}, {'entity': 'I-PER', 'score': 0.9998178, 'index': 4, 'word': 'Wright', 'start': 9, 'end': 15}, {'entity': 'B-ORG', 'score': 0.9990079, 'index': 6, 'word': 'Ki', 'start': 18, 'end': 20}, {'entity': 'I-ORG', 'score': 0.9973955, 'index': 7, 'word': '##lma', 'start': 20, 'end': 23}, {'entity': 'I-ORG', 'score': 0.9970203, 'index': 8, 'word': '##rno', 'start': 23, 'end': 26}, {'entity': 'I-ORG', 'score': 0.985939, 'index': 9, 'word': '##ck', 'start': 26, 'end': 28}, {'entity': 'B-PER', 'score': 0.9998086, 'index': 12, 'word': 'Ally', 'start': 33, 'end': 37}, {'entity': 'I-PER', 'score': 0.9997404, 'index': 13, 'word': 'M', 'start': 38, 'end': 39}, {'entity': 'I-PER', 'score': 0.9992843, 'index': 14, 'word': '##c', 'start': 39, 'end': 40}, {'entity': 'I-PER', 'score': 0.999671, 'index': 15, 'word': '##C', 'start': 40, 'end': 41}, {'entity': 'I-PER', 'score': 0.9258909, 'index': 16, 'word': '##ois', 'start': 41, 'end': 44}, {'entity': 'I-PER', 'score': 0.9983541, 'index': 17, 'word': '##t', 'start': 44, 'end': 45}, {'entity': 'B-ORG', 'score': 0.9991235, 'index': 19, 'word': 'Rangers', 'start': 48, 'end': 55}]","[0, 0, 1, 2, 0, 3, 0, 0, 1, 2, 0, 3, 0]",13,13
"['6', '-', 'Andreas', 'Thom', '(', 'Celtic', ')', ',', 'Dean', 'Windass', '(', 'Aberdeen', ')', ',']","[0, 0, 1, 2, 0, 3, 0, 0, 1, 2, 0, 3, 0, 0]",14,"[{'entity': 'B-PER', 'score': 0.99981326, 'index': 3, 'word': 'Andreas', 'start': 4, 'end': 11}, {'entity': 'I-PER', 'score': 0.99982387, 'index': 4, 'word': 'Thom', 'start': 12, 'end': 16}, {'entity': 'B-ORG', 'score': 0.9971585, 'index': 6, 'word': 'Celtic', 'start': 19, 'end': 25}, {'entity': 'B-PER', 'score': 0.9998154, 'index': 9, 'word': 'Dean', 'start': 30, 'end': 34}, {'entity': 'I-PER', 'score': 0.99975353, 'index': 10, 'word': 'Wind', 'start': 35, 'end': 39}, {'entity': 'I-PER', 'score': 0.9986229, 'index': 11, 'word': '##ass', 'start': 39, 'end': 42}, {'entity': 'B-ORG', 'score': 0.9979692, 'index': 13, 'word': 'Aberdeen', 'start': 45, 'end': 53}]","[0, 0, 1, 2, 0, 3, 0, 0, 1, 2, 0, 3, 0, 0]",14,14
"['Brian', 'Laudrup', '(', 'Rangers', ')', ',', 'Darren', 'Jackson']","[1, 2, 0, 3, 0, 0, 1, 2]",8,"[{'entity': 'B-PER', 'score': 0.99979204, 'index': 1, 'word': 'Brian', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.9997868, 'index': 2, 'word': 'Lau', 'start': 6, 'end': 9}, {'entity': 'I-PER', 'score': 0.9984189, 'index': 3, 'word': '##dr', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.9963987, 'index': 4, 'word': '##up', 'start': 11, 'end': 13}, {'entity': 'B-ORG', 'score': 0.9986628, 'index': 6, 'word': 'Rangers', 'start': 16, 'end': 23}, {'entity': 'B-PER', 'score': 0.9997472, 'index': 9, 'word': 'Darren', 'start': 28, 'end': 34}, {'entity': 'I-PER', 'score': 0.9997751, 'index': 10, 'word': 'Jackson', 'start': 35, 'end': 42}]","[1, 2, 0, 3, 0, 0, 1, 2]",8,8
"['(', 'Hibernian', ')']","[0, 3, 0]",3,"[{'entity': 'B-ORG', 'score': 0.9758026, 'index': 2, 'word': 'Hi', 'start': 2, 'end': 4}, {'entity': 'I-ORG', 'score': 0.52401567, 'index': 3, 'word': '##ber', 'start': 4, 'end': 7}, {'entity': 'I-ORG', 'score': 0.906202, 'index': 4, 'word': '##nian', 'start': 7, 'end': 11}]","[0, 3, 0]",3,3
"['5', '-', 'Peter', 'van', 'Vossen', '(', 'Rangers', ')', ',', 'Gerry', 'Britton']","[0, 0, 1, 2, 2, 0, 3, 0, 0, 1, 2]",11,"[{'entity': 'B-PER', 'score': 0.999826, 'index': 3, 'word': 'Peter', 'start': 4, 'end': 9}, {'entity': 'I-PER', 'score': 0.9998031, 'index': 4, 'word': 'van', 'start': 10, 'end': 13}, {'entity': 'I-PER', 'score': 0.99974304, 'index': 5, 'word': 'V', 'start': 14, 'end': 15}, {'entity': 'I-PER', 'score': 0.99973243, 'index': 6, 'word': '##oss', 'start': 15, 'end': 18}, {'entity': 'I-PER', 'score': 0.9990767, 'index': 7, 'word': '##en', 'start': 18, 'end': 20}, {'entity': 'B-ORG', 'score': 0.99896896, 'index': 9, 'word': 'Rangers', 'start': 23, 'end': 30}, {'entity': 'B-PER', 'score': 0.9998241, 'index': 12, 'word': 'Gerry', 'start': 35, 'end': 40}, {'entity': 'I-PER', 'score': 0.99974436, 'index': 13, 'word': 'B', 'start': 41, 'end': 42}, {'entity': 'I-PER', 'score': 0.9817069, 'index': 14, 'word': '##rit', 'start': 42, 'end': 45}, {'entity': 'I-PER', 'score': 0.9903161, 'index': 15, 'word': '##ton', 'start': 45, 'end': 48}]","[0, 0, 1, 2, 2, 0, 3, 0, 0, 1, 2]",11,11
"['(', 'Dunfermline', ')', ',', 'Colin', 'Cameron', '(', 'Hearts', ')', ',', 'Robert']","[0, 3, 0, 0, 1, 2, 0, 3, 0, 0, 1]",11,"[{'entity': 'B-ORG', 'score': 0.9754994, 'index': 2, 'word': 'Du', 'start': 2, 'end': 4}, {'entity': 'I-ORG', 'score': 0.9523639, 'index': 3, 'word': '##n', 'start': 4, 'end': 5}, {'entity': 'I-ORG', 'score': 0.96058244, 'index': 4, 'word': '##fer', 'start': 5, 'end': 8}, {'entity': 'I-ORG', 'score': 0.9803827, 'index': 5, 'word': '##m', 'start': 8, 'end': 9}, {'entity': 'I-ORG', 'score': 0.9788006, 'index': 6, 'word': '##line', 'start': 9, 'end': 13}, {'entity': 'B-PER', 'score': 0.99980265, 'index': 9, 'word': 'Colin', 'start': 18, 'end': 23}, {'entity': 'I-PER', 'score': 0.9997876, 'index': 10, 'word': 'Cameron', 'start': 24, 'end': 31}, {'entity': 'B-ORG', 'score': 0.99904996, 'index': 12, 'word': 'Hearts', 'start': 34, 'end': 40}, {'entity': 'B-PER', 'score': 0.9997303, 'index': 15, 'word': 'Robert', 'start': 45, 'end': 51}]","[0, 3, 0, 0, 1, 2, 0, 3, 0, 0, 1]",11,11
"['Winters', '(', 'Dundee', 'United', ')', ',', 'Paolo', 'Di', 'Canio', '(', 'Celtic', ')', '.']","[1, 0, 3, 4, 0, 0, 1, 2, 2, 0, 3, 0, 0]",13,"[{'entity': 'B-PER', 'score': 0.99880314, 'index': 1, 'word': 'Winters', 'start': 0, 'end': 7}, {'entity': 'B-ORG', 'score': 0.9992841, 'index': 3, 'word': 'Dundee', 'start': 10, 'end': 16}, {'entity': 'I-ORG', 'score': 0.99878055, 'index': 4, 'word': 'United', 'start': 17, 'end': 23}, {'entity': 'B-PER', 'score': 0.9997652, 'index': 7, 'word': 'Paolo', 'start': 28, 'end': 33}, {'entity': 'I-PER', 'score': 0.9996762, 'index': 8, 'word': 'Di', 'start': 34, 'end': 36}, {'entity': 'I-PER', 'score': 0.9996809, 'index': 9, 'word': 'Can', 'start': 37, 'end': 40}, {'entity': 'I-PER', 'score': 0.9556096, 'index': 10, 'word': '##io', 'start': 40, 'end': 42}, {'entity': 'B-ORG', 'score': 0.9986926, 'index': 12, 'word': 'Celtic', 'start': 45, 'end': 51}]","[1, 0, 3, 4, 0, 0, 1, 2, 2, 0, 3, 0, 0]",13,13
"['SOCCER', '-', 'LEADING', 'ENGLISH', 'GOALSCORERS', '.']","[0, 0, 0, 7, 0, 0]",6,"[{'entity': 'B-MISC', 'score': 0.9985954, 'index': 10, 'word': 'E', 'start': 17, 'end': 18}, {'entity': 'I-MISC', 'score': 0.8051128, 'index': 13, 'word': '##IS', 'start': 21, 'end': 23}]","[0, 0, 0, 0, 0, 0]",5,6
